iter,ws,wstd
58000,2103.2573388502838,22.998367968290925
58500,2173.7755697012535,25.624333635368117
59000,2354.1103390982325,34.29817622404139
59500,2358.091164955982,24.385267432194464
60000,2791.235351758055,44.827685359480434
60500,2647.794586479977,30.740057085505562
61000,2633.5508475094534,35.336548907311624
61500,2645.381027177151,44.55621038908673
62000,2535.079154741811,23.05411426858275
62500,2521.107363847551,28.61765143185993
63000,2527.38959847209,35.1811139346752
63500,2686.2538970352953,25.853976573464163
64000,2657.7579196059405,30.52470288924624
64500,2514.8197690252596,25.796074948121355
65000,2497.874413765866,35.394077443746184
65500,2374.730784941608,12.92150697031574
66000,2403.0330516051763,29.994438296693758
66500,2325.752639266265,40.865916820661376
67000,2233.9527042329105,34.722948657694836
67500,2235.487346781361,20.724810244970552
68000,2323.1703038545793,28.128986568990033
68500,2575.752091474679,25.160527635446588
69000,2400.5839286330856,48.74454215814531
69500,2610.6016516797677,51.800859610266215
70000,2868.6706757880283,44.25139514125821
70500,2969.374729120137,39.44487422442497
71000,3120.4181069822775,34.51607926079034
71500,3282.5799108004117,49.8992520926991
72000,3242.5034867050213,34.42848401765483
72500,3253.301259990517,47.97934680218276
73000,3244.9883862012007,21.63889162080221
73500,3432.9499862292714,42.519678718657914
74000,3407.3722341974876,42.60907905069482
74500,3411.54480400438,39.13046929082855
75000,3599.3413714267836,52.923949692384554
75500,3767.662745095854,29.87210357522311
76000,3701.7924330742644,38.99406316489082
76500,3664.0845238496295,19.760754933188647
77000,3760.4084834669893,30.686646828272057
77500,3902.9441409405676,45.32469382732173
78000,4086.4014683664345,54.67491514998594
78500,4106.91266087989,39.07783491595495
79000,4087.0832905021534,19.640481281855063
79500,4118.018066380537,35.61360308248023
80000,4059.931482797337,32.97291372440053
80500,4022.639821958889,46.01515392499312
81000,4098.404207173601,36.943315307846056
81500,4213.3040422950935,34.622127633976625
82000,4302.577962432069,39.547440833180254
82500,4309.7193767270355,29.83849363988118
83000,4183.015784371489,19.902162042299295
83500,4247.60321955759,26.830124574445957
84000,4224.556301646493,27.5804706319798
84500,4156.205500395985,29.338328259488673
85000,4198.1532502695,31.509426209920278
85500,4473.870280529127,34.40683099990671
86000,4457.974488879301,44.98151251969923
86500,4590.099420275111,42.8691076368783
87000,4430.0631260059745,36.76618914439664
87500,4522.824298040784,45.03150487263362
88000,4451.620859052618,40.7074485883792
88500,4489.540183334628,35.55451736144013
89000,4548.673426601555,28.65422215436546
89500,4542.437496221426,40.98591406330103
90000,4654.477123993029,31.278476837065448
90500,4694.007467845609,39.147158322299276
91000,4533.699216741553,28.821506869010083
91500,4586.138512738083,33.28594833534023
92000,4498.7133852259285,22.301443666132926
92500,4584.491945143896,32.58645585448858
93000,4384.478132896789,31.907463014636882
93500,4500.41460926238,40.510310684796885
94000,4398.246049273197,20.28890305113767
94500,4464.226893600995,32.33109740272688
95000,4353.656746475267,39.39695513924263
95500,4579.943093663099,31.155191419169373
96000,4422.7214762463545,39.840279443099796
96500,4611.002001193991,31.741887844523827
97000,4653.052146618064,48.31138202952182
97500,4610.928328013446,42.488825490070596
98000,4607.654902545086,43.26380006624035
98500,4431.25929100026,41.37602127197577
99000,4393.965021929359,42.770986985235446
99500,4517.705321569451,52.56007532816366
100000,4616.348669951683,23.406557998478235
100500,4607.603902676115,36.72446609370986
101000,4549.0898511861515,41.07429374338322
101500,4631.722377316137,43.67954539008417
102000,4726.949336591443,38.634386488585086
102500,4849.833140044755,41.56355691544732
103000,4769.924728537293,49.507266181076986
103500,4817.622895674728,43.19332101217147
104000,4766.611300927232,36.32459683304691
104500,4549.7767134970645,23.50270420790139
105000,4581.901574864849,24.38080228594836
