iter,hp,attack,defense,spattack,spdefense,speed,weight(kg),height(cm),type1,type2,ability1,ability2,abilityH,class,percent-female,pre-evolution,egg-group1,egg-group2
15,113.02671765136719,61.6334044494629,94.66594541931153,68.80378984069824,100.20107348632813,64.57496867370605,659.367118088682,952.5747315185548,41.870000000000005,45.140000000000015,456.44999999999993,364.9100000000001,402.57000000000005,1582.9099999999999,12.330000000000002,942.1999999999998,35.41,21.939999999999998
16,113.00416645812989,61.624193222045896,94.64762696838379,68.7841435394287,100.16442875671387,64.58741795349121,659.3657407693461,952.4958052490234,41.870000000000005,45.140000000000015,455.3299999999999,363.68000000000006,402.57000000000005,1582.0000000000002,12.330000000000002,941.0900000000001,35.41,21.939999999999998
17,112.98329991149903,61.60815031433105,94.63103016662598,68.7636510925293,100.11468963623047,64.58814608764648,659.3787769631937,952.4236140869141,41.870000000000005,45.140000000000015,454.25,362.7700000000001,402.57000000000005,1580.6299999999999,12.330000000000002,939.8399999999999,35.41,21.939999999999998
18,112.95205480957033,61.59370167541504,94.60182551574708,68.7487960357666,100.06688079833985,64.59739636230468,659.3034761819438,952.3275249755859,41.870000000000005,45.140000000000015,453.28999999999996,361.9100000000001,402.57000000000005,1578.6799999999998,12.330000000000002,938.5300000000001,35.41,21.939999999999998
19,112.91689366149903,61.579247070312505,94.56880255126954,68.7171538848877,100.04085066223145,64.61860372924804,659.2624780740335,952.2935406005861,41.870000000000005,45.140000000000015,451.86,360.70000000000005,402.5200000000001,1575.56,12.330000000000002,936.3499999999999,35.41,21.939999999999998
20,112.9099351501465,61.58201524353028,94.54743809509277,68.71057983398438,100.01095100402833,64.62219900512696,659.2447139749124,952.1561704833985,41.870000000000005,45.140000000000015,450.77,359.5200000000001,402.1300000000001,1574.7399999999998,12.330000000000002,934.54,35.41,21.939999999999998
21,112.86051672363283,61.56875703430176,94.52548165893555,68.68114096069336,99.96861891174316,64.65072550964356,659.1921398782329,952.0905392578126,41.870000000000005,45.140000000000015,449.78000000000003,358.3700000000001,400.65,1573.4299999999996,12.330000000000002,933.7699999999998,35.41,21.939999999999998
22,112.82619422912599,61.5565654296875,94.49567115783692,68.66317112731933,99.93422480773927,64.66507481384278,659.150866501768,952.000654736328,41.870000000000005,45.140000000000015,449.4,357.97000000000014,397.24999999999994,1571.35,12.330000000000002,932.6999999999999,35.41,21.939999999999998
23,112.80252577209474,61.540797576904296,94.4740478668213,68.64862132263183,99.89112290954591,64.6649047241211,659.1296667337015,951.8559029052733,41.870000000000005,45.140000000000015,449.30999999999995,358.36000000000007,393.84999999999997,1568.5299999999997,12.330000000000002,931.4399999999999,35.41,21.939999999999998
24,112.7642067718506,61.52766844177247,94.44416171264649,68.6240711669922,99.85214407348633,64.69100306701661,659.0367877053812,951.8015642822265,41.870000000000005,45.140000000000015,449.61000000000007,358.6200000000001,394.34,1567.8199999999997,12.330000000000002,929.6400000000001,35.39,21.939999999999998
25,112.73442355346681,61.51928526306153,94.43103941345215,68.60751672363281,99.81265045166016,64.70508851623535,658.9927253884866,951.713010571289,41.870000000000005,45.140000000000015,449.27,358.67000000000013,394.59,1566.69,12.330000000000002,927.5599999999998,35.4,21.939999999999998
26,112.70004829406739,61.51281149291992,94.4061068725586,68.59736071777344,99.77859053039552,64.71873468017579,658.9875414285258,951.6468349121094,41.870000000000005,45.140000000000015,448.6,358.69,394.62999999999994,1564.1899999999998,12.330000000000002,926.3399999999999,35.349999999999994,21.939999999999998
27,112.6742875518799,61.48906268310548,94.38985131835938,68.57584588623047,99.72564337158204,64.73449934387207,658.9301484841898,951.6436753662109,41.870000000000005,45.140000000000015,447.6,358.64000000000004,394.62999999999994,1561.69,12.330000000000002,925.4300000000001,35.25,21.939999999999998
28,112.65084820556642,61.470964675903325,94.35895610046387,68.55631518554688,99.68590815734863,64.74326144409179,658.8914217996196,951.5539289062499,41.870000000000005,45.140000000000015,446.56000000000006,358.4100000000001,394.62999999999994,1560.68,12.330000000000002,924.6099999999999,35.029999999999994,21.939999999999998
29,112.6159267578125,61.46365908813477,94.34884634399414,68.53219358825683,99.64344241333009,64.7687786254883,658.8638588723734,951.6494561279296,41.870000000000005,45.140000000000015,445.14000000000004,357.73,394.62999999999994,1559.6100000000001,12.330000000000002,923.1700000000001,34.66,21.939999999999998
30,112.58984205627442,61.45045596313477,94.3286471710205,68.51815069580077,99.60927062988281,64.78306124877929,658.8914440774515,951.5820377929688,41.870000000000005,45.140000000000015,443.78,356.82000000000005,394.62999999999994,1557.06,12.330000000000002,921.2,33.95,21.939999999999998
31,112.56782951354981,61.447852142333986,94.30845025634767,68.51173741149903,99.55886578369142,64.7944663696289,658.9047140359477,951.4679196289062,41.870000000000005,45.140000000000015,443.09000000000003,355.98,394.62999999999994,1554.67,12.330000000000002,919.0899999999999,33.07,21.939999999999998
32,112.53058166503908,61.427507675170894,94.2741976776123,68.48603726196289,99.52426974487305,64.80883700561523,658.8714213723734,951.4195224121095,41.870000000000005,45.140000000000015,442.18000000000006,355.01000000000005,394.62999999999994,1553.8500000000001,12.330000000000002,918.31,31.92,21.939999999999998
33,112.5080854034424,61.416863525390625,94.25093818664551,68.47955224609375,99.4785538635254,64.8204217224121,658.8914418191507,951.3887326171875,41.870000000000005,45.140000000000015,441.39000000000004,354.00000000000006,394.62999999999994,1552.5,12.330000000000002,917.3400000000001,30.43,21.939999999999998
34,112.45129524230958,61.41610928344727,94.24069563293457,68.44470848083496,99.42666470336914,64.84504061889648,658.7970388650491,951.4326391113282,41.870000000000005,45.140000000000015,441.1700000000001,352.95000000000005,394.26,1550.6699999999998,12.330000000000002,916.4000000000001,29.450000000000003,21.939999999999998
35,112.44534268188477,61.39130392456055,94.21647264099121,68.44075163269042,99.39566860961915,64.84889842224122,658.8654919900492,951.4047415283203,41.870000000000005,45.140000000000015,441.27000000000004,352.03000000000003,392.36,1547.84,12.330000000000002,915.0400000000001,27.7,21.939999999999998
36,112.39859608459474,61.374767242431645,94.20154049682618,68.40685571289062,99.35126522827149,64.87316069030763,658.8395651101664,951.4104033935548,41.870000000000005,45.140000000000015,441.12,351.14000000000004,388.44,1546.9500000000003,12.330000000000002,912.9100000000001,27.06,21.939999999999998
37,112.38222862243653,61.37232504272461,94.18284484863281,68.4020326385498,99.31015715026857,64.87934063720704,658.8668059548929,951.3952055175781,41.870000000000005,45.140000000000015,440.63,350.23,385.72,1545.6400000000003,12.330000000000002,910.7700000000001,27.75,21.939999999999998
38,112.32399467468264,61.359667098999026,94.1433415222168,68.37299813842773,99.26927003479005,64.89971966552734,658.8481044778421,951.3600449951173,41.870000000000005,45.140000000000015,439.81,349.63,386.58000000000004,1543.4,12.330000000000002,909.9199999999998,28.07,21.939999999999998
39,112.30493011474611,61.338137527465825,94.13634114074708,68.3592269897461,99.21383668518068,64.89905819702149,658.872135666807,951.3075768554688,41.870000000000005,45.140000000000015,438.73,349.9200000000001,386.76,1541.11,12.330000000000002,909.3500000000001,28.25,21.939999999999998
40,112.27216033935548,61.34403469848634,94.1127774963379,68.34810238647461,99.180371383667,64.92583247375488,658.7973355569437,951.3141024902344,41.870000000000005,45.140000000000015,437.71000000000004,350.19999999999993,386.79,1539.9999999999998,12.330000000000002,908.3199999999999,28.27,21.939999999999998
41,112.25127899169922,61.31672283935547,94.10144961547851,68.33197276306151,99.12537239074707,64.93483140563966,658.839009507139,951.2121347167968,41.870000000000005,45.140000000000015,436.54,350.3,386.79,1538.6799999999998,12.330000000000002,906.6200000000001,28.290000000000003,21.939999999999998
42,112.24065666198732,61.32143896484376,94.09168023681642,68.33030931091308,99.07298304748537,64.94606875610351,658.8456869363383,951.1630717285157,41.870000000000005,45.140000000000015,435.51,350.23000000000013,386.79,1536.78,12.330000000000002,904.8499999999999,28.290000000000003,21.939999999999998
43,112.22066360473634,61.30022204589844,94.06956425476075,68.31872100830078,99.02283102416993,64.95347804260254,658.8784605569438,951.0726453369141,41.870000000000005,45.140000000000015,434.55000000000007,350.14000000000004,386.79,1534.25,12.330000000000002,902.7800000000002,28.290000000000003,21.939999999999998
44,112.19573100280763,61.27905711364747,94.0608591003418,68.30210581970215,98.97106968688965,64.96981616210938,658.9237385110453,950.9975692871093,41.870000000000005,45.140000000000015,433.92,349.7300000000001,386.79,1532.7800000000002,12.330000000000002,902.0400000000001,28.290000000000003,21.939999999999998
45,112.1645548400879,61.2883133392334,94.05527601623535,68.28716369628906,98.91186170959473,64.99220294189453,658.8867609719828,950.9376692626953,41.870000000000005,45.140000000000015,433.12,348.80000000000007,386.79,1531.8000000000002,12.330000000000002,901.37,28.290000000000003,21.939999999999998
46,112.14946195983887,61.266739273071295,94.02552032470703,68.27410633850097,98.86954655456543,65.00327214050293,658.9311328591898,950.8815307128905,41.870000000000005,45.140000000000015,433.04,348.0000000000001,386.79,1529.9199999999998,12.330000000000002,900.2600000000001,28.290000000000003,21.939999999999998
47,112.13739570617676,61.26200662231445,94.00931745910646,68.26327420043945,98.82104423522951,65.01150415039062,658.9512767800883,950.8096867187501,41.870000000000005,45.140000000000015,433.12,347.0600000000001,386.78000000000003,1527.2399999999998,12.330000000000002,898.78,28.290000000000003,21.939999999999998
48,112.1103478088379,61.24344299316407,93.98757260131836,68.24287341308595,98.76351017761232,65.04012925720215,658.9252240457133,950.8051834228515,41.870000000000005,45.140000000000015,432.93999999999994,346.16000000000014,386.69000000000005,1526.0199999999998,12.330000000000002,896.5400000000001,28.290000000000003,21.939999999999998
49,112.09107398986816,61.22665759277345,93.97658131408691,68.22394242858886,98.72494131469728,65.05779388427734,658.925456345518,950.7730165527344,41.870000000000005,45.140000000000015,432.47,345.3900000000001,385.49000000000007,1524.6800000000003,12.330000000000002,894.6899999999999,28.290000000000003,21.939999999999998
50,112.08082066345216,61.23027058410644,93.95183428955079,68.21356732177735,98.66716703796388,65.07029104614257,658.9158780984476,950.6852534912109,41.870000000000005,45.140000000000015,431.4,344.7400000000001,382.2900000000001,1522.8999999999999,12.330000000000002,893.8699999999999,28.290000000000003,21.939999999999998
51,112.05278059387209,61.20575085449219,93.93332688903809,68.17986422729491,98.63030128479005,65.08795664978028,658.9032911843851,950.6552619140625,41.870000000000005,45.140000000000015,430.46,343.5200000000001,379.22,1520.5399999999997,12.330000000000002,893.3500000000001,28.290000000000003,21.939999999999998
52,112.03183670043947,61.199298141479495,93.91082421875001,68.17264793395995,98.57703945922853,65.09684419250489,658.9004147805765,950.5580373046876,41.870000000000005,45.140000000000015,429.47,342.55000000000007,378.3500000000001,1518.79,12.330000000000002,892.3200000000002,28.290000000000003,21.939999999999998
53,112.02246029663087,61.1995687713623,93.903832321167,68.16106341552734,98.53394886779785,65.11142738342285,658.9308614968852,950.5621627929688,41.870000000000005,45.140000000000015,428.53000000000003,341.95000000000005,378.86,1517.4099999999999,12.330000000000002,890.4399999999999,28.290000000000003,21.939999999999998
54,111.99384410095216,61.18889862060547,93.86737080383301,68.14723219299317,98.49997015380859,65.13118296813965,658.9142228860454,950.5583385742186,41.870000000000005,45.140000000000015,427.5,341.2400000000001,378.99000000000007,1515.9299999999996,12.330000000000002,888.4899999999999,28.290000000000003,21.939999999999998
55,111.97092730712892,61.18196438598633,93.85152642822266,68.11923374938965,98.45230584716798,65.15567619323731,658.9456126565531,950.6086972167968,41.870000000000005,45.140000000000015,426.57000000000005,341.65000000000015,379.01000000000005,1513.3999999999996,12.330000000000002,886.28,28.290000000000003,21.939999999999998
56,111.95629167175294,61.17566780090333,93.82595043945312,68.10528096008301,98.41435371398927,65.17368521118165,658.9624770364359,950.6560641601561,41.870000000000005,45.140000000000015,425.76,341.92,379.01000000000005,1511.7000000000003,12.330000000000002,885.91,28.290000000000003,21.939999999999998
57,111.93966406250001,61.174864913940425,93.80611080932617,68.09615119934082,98.38375819396974,65.18172576904297,659.0146736917094,950.5962584960938,41.870000000000005,45.140000000000015,425.19999999999993,341.9,379.01000000000005,1510.6399999999996,12.330000000000002,885.34,28.290000000000003,21.939999999999998
58,111.92297393798829,61.16014982604982,93.7896463623047,68.08048606872558,98.35088256835938,65.19404199218751,658.9891199807719,950.556253125,41.870000000000005,45.140000000000015,424.90000000000003,341.85,379.01000000000005,1509.17,12.330000000000002,884.1899999999999,28.290000000000003,21.939999999999998
59,111.90043971252442,61.16278823852539,93.77526376342774,68.06614532470702,98.30338490295411,65.2114646911621,658.9885069436625,950.554798046875,41.870000000000005,45.140000000000015,425.0,341.21000000000004,379.01000000000005,1506.7599999999998,12.330000000000002,882.55,28.290000000000003,21.939999999999998
60,110.42072010803223,58.46843402099609,93.15280099487305,62.769797027587884,85.6891798553467,69.54800309753418,657.0367278298929,942.2531264160157,32.03,21.64,250.87,183.31,227.84000000000003,1067.56,4.85,495.05,17.21,8.870000000000001
61,110.37803683471681,58.43859942626953,93.14655570983888,62.766707153320304,85.73666510009767,69.54466781616212,656.8453358621196,942.1261050537108,32.03,21.89,251.28000000000003,183.95,228.41000000000003,1070.03,4.72,496.11,17.42,9.18
62,110.38593243408204,58.38724118041993,93.19984703063966,62.74477697753907,85.66056761169433,69.56402236938477,656.7953351296976,942.2127306640625,31.870000000000005,21.870000000000005,250.47000000000003,183.14,227.68,1067.06,4.569999999999999,493.9999999999999,17.09,8.690000000000001
63,110.34413612365724,58.34534698486329,93.20858444213867,62.720436477661124,85.63001383972168,69.57217253112793,656.6062622537212,942.0301193359376,31.83,21.97,250.27,183.29999999999998,227.71999999999997,1066.67,4.5,493.52,17.27,8.860000000000001
64,110.32828036499025,58.38338768005371,93.12899670410157,62.727425521850584,85.6504421081543,69.60351118469238,656.6714966897562,941.9947991455078,31.769999999999996,21.880000000000003,249.74,182.83,227.33000000000004,1065.24,4.379999999999999,492.18999999999994,16.86,8.540000000000001
65,110.3749224395752,58.3493258972168,93.14838208007814,62.728599075317376,85.65255889892579,69.56997515869142,656.6388127297952,941.8734855468749,31.71,21.810000000000002,249.51,182.66000000000003,227.19,1065.19,4.529999999999999,492.15000000000003,17.05,8.56
66,110.38148501586915,58.32934432983399,93.18916581726074,62.73851675415039,85.63966877746583,69.60477108764648,656.4731959695415,941.9122681396484,31.73,21.930000000000007,249.63,182.69,227.16000000000003,1065.33,4.249999999999999,492.15,16.82,8.440000000000001
67,110.38800576782228,58.35948263549805,93.14648321533204,62.7273197479248,85.6210696105957,69.61432008361817,656.4618958596782,941.8078388183594,31.840000000000003,22.130000000000003,250.16000000000003,182.95000000000002,227.51000000000002,1066.52,3.95,492.3899999999999,16.69,8.31
68,110.31949382019043,58.33368145751953,93.1545845489502,62.701755996704094,85.60322438049317,69.62799267578124,656.2600847024515,941.9391956298829,31.589999999999996,22.020000000000003,249.35000000000002,182.23,226.70999999999998,1064.13,4.04,490.99,16.7,8.15
69,110.3247903289795,58.2811265258789,93.19268510437013,62.71592074584961,85.58430311584472,69.62854473876953,656.0957188577249,941.9122072265625,31.449999999999996,22.03,249.33000000000004,182.23,226.69,1063.57,3.96,490.49,16.560000000000002,8.07
70,110.30280242919923,58.2489291229248,93.17035569763183,62.69089408874512,85.52065608215332,69.66089057922365,655.9483359231547,941.763222241211,31.42,22.230000000000004,249.0,181.86,226.26000000000002,1063.32,3.9800000000000004,489.61,16.45,7.870000000000001
71,110.28058447265626,58.26475103759766,93.15077310180665,62.71019302368163,85.58250239562989,69.66146003723145,655.9507113504008,941.8714717529297,31.36,22.150000000000002,248.98,181.89,226.34,1062.53,3.91,489.66999999999996,16.63,7.99
72,110.22878132629396,58.278889694213866,93.13009286499025,62.68502029418944,85.54076884460449,69.67742013549805,655.8477671975687,941.8171481445313,31.33,22.230000000000004,249.17000000000002,181.87,226.33000000000004,1063.09,4.09,489.33,16.39,7.750000000000002
73,110.25152801513673,58.22884254455567,93.18794039916992,62.72035855102539,85.5388019104004,69.68796145629884,655.9093836526469,941.7440603759765,31.57,22.29,249.13,181.76000000000002,226.16,1063.43,4.17,489.28999999999996,16.33,7.450000000000001
74,110.2336197052002,58.21907023620606,93.15490873718262,62.681394912719725,85.51759484863281,69.69639642333983,655.9554722756938,941.582878125,31.4,22.25,248.67000000000002,181.14000000000001,225.53,1061.53,4.23,487.70000000000005,16.25,7.440000000000001
75,110.21388131713869,58.17359361267089,93.16249702453614,62.66075207519532,85.46564297485352,69.70090296936036,655.8061371316508,941.5625796630859,31.22,22.360000000000003,248.8,180.94,225.42000000000002,1061.4699999999998,4.32,487.5,16.04,7.300000000000001
76,110.20306076049805,58.15299993896485,93.16964907836915,62.68647509765624,85.5125606842041,69.69728727722169,655.8851526345804,941.486979321289,31.150000000000002,22.300000000000004,248.52000000000004,180.92,225.27,1061.0300000000002,4.32,487.26,16.02,7.170000000000001
77,110.1568151550293,58.11727153015137,93.17215986633302,62.61615133666992,85.42234201049806,69.74903242492677,655.7071921853616,941.6463509033204,30.74,22.390000000000004,247.88000000000005,180.42000000000002,224.64000000000001,1058.58,4.260000000000001,485.6099999999999,16.099999999999998,7.210000000000001
78,110.15339575195314,58.06835101318359,93.15736613464355,62.612698471069336,85.40687271118165,69.74843913269044,655.7939397439554,941.3616436279297,30.949999999999996,22.44,247.75000000000003,180.29,224.38000000000002,1059.76,4.450000000000001,485.38999999999993,16.31,6.890000000000001
79,110.14090396118165,58.09789416503906,93.13440989685058,62.600154464721676,85.427287109375,69.74845654296875,655.919421616514,941.3378354003906,30.880000000000003,22.360000000000003,247.59000000000003,180.15,224.23,1058.96,4.44,485.31999999999994,16.15,6.950000000000001
80,106.90269673156739,53.31093186950683,90.31573336791993,60.08046701049805,79.60682977294923,68.8744422607422,645.7223260964945,918.2440487792969,31.39,16.01,214.34,135.03,188.77000000000004,967.14,5.45,361.51,19.19,5.880000000000001
81,106.86945368957521,53.29795869445801,90.28288877868653,60.091307556152344,79.64052857971191,68.90913069152832,645.7019492044047,918.1526884277343,31.39,15.930000000000001,214.56,134.91,189.02,967.5400000000001,5.45,361.53,19.19,5.880000000000001
82,106.85689811706544,53.33653091430665,90.1887074890137,60.09229377746583,79.66267794799805,68.90349432373047,645.7073265847757,918.1342097900391,31.39,15.84,214.35,134.81,188.79000000000005,967.44,5.45,361.3299999999999,19.19,5.880000000000001
83,106.83752616882325,53.27029190063477,90.297470993042,60.09182107543944,79.63646083068848,68.88721752929688,645.4982646951273,918.23406171875,31.39,15.990000000000002,214.48000000000002,134.86,188.6,967.0400000000001,5.45,361.28,19.19,5.880000000000001
84,106.81743200683594,53.28917724609375,90.34052796936037,60.124165908813474,79.56596133422852,68.92038116455079,645.4617112283305,918.2416607177732,31.39,16.090000000000003,214.48999999999998,134.74,188.71000000000004,967.02,5.45,360.94000000000005,19.19,5.880000000000001
85,106.82107598876954,53.29113580322265,90.30744702148439,60.13746086120605,79.5832982635498,68.89619773864746,645.5805496072367,918.4617049072267,31.39,16.150000000000002,214.66000000000003,135.10999999999999,188.65000000000003,967.76,5.45,361.43,19.19,5.880000000000001
86,106.77456411743165,53.35482350158692,90.2274641571045,60.179201705932606,79.61446890258789,68.90880229187012,645.6075537576273,918.1942342041016,31.39,16.220000000000002,214.71,135.26,188.87,967.99,5.45,361.91,19.19,5.880000000000001
87,106.81659504699708,53.29787079620362,90.30095944213868,60.203739746093746,79.55712359619142,68.89695095825195,645.5275062112406,918.630017529297,31.39,16.03,214.07999999999998,134.74,188.17000000000002,965.8500000000001,5.45,360.69000000000005,19.19,5.880000000000001
88,106.81694395446777,53.325324592590334,90.24969648742676,60.187370590209966,79.53652319335937,68.93658787536621,645.5915281838969,918.5940694091796,31.39,16.090000000000003,214.13,134.1,188.26,966.5899999999999,5.45,359.94,19.19,5.880000000000001
89,106.81730229187012,53.277858703613276,90.29349154663086,60.18364303588867,79.55588473510743,68.93926531982422,645.6735174417094,918.7577029541017,31.39,16.04,213.60999999999996,134.22,187.82000000000005,964.5400000000001,5.45,359.85,19.19,5.880000000000001
90,106.77651477050782,53.343190185546874,90.2124907989502,60.123458190917965,79.62152267456055,68.9552345275879,645.6520532693462,918.8027487304687,31.39,16.12,214.26999999999998,134.52,188.34000000000003,966.49,5.45,360.55,19.19,5.880000000000001
91,106.82819914245606,53.276041671752935,90.29569734191895,60.09287103271484,79.56084353637695,68.94645706176757,645.6839466409282,919.1824331787109,31.39,16.07,213.98,134.34,188.01000000000002,965.7400000000001,5.45,359.80000000000007,19.19,5.880000000000001
92,106.85479698181153,53.29827799224854,90.3044054107666,60.07628932189941,79.54916387939454,68.95206172180175,645.8223284768656,919.38556953125,31.39,16.230000000000004,214.64,134.72,188.66,967.73,5.45,360.69000000000005,19.19,5.880000000000001
93,106.91892436218262,53.30205798339844,90.33201379394532,60.07275991821289,79.52226557922363,68.92226754760742,646.0023961648538,919.5816034667969,31.39,16.16,214.58999999999997,134.47,188.33,966.8199999999999,5.45,360.84000000000003,19.19,5.880000000000001
94,106.85983911132814,53.26879530334473,90.29933508300782,60.03483372497558,79.50506060791015,68.97351179504396,646.0326536721782,919.7693410156251,31.39,16.12,213.92,134.0,187.91000000000003,966.34,5.45,359.58,19.19,5.880000000000001
95,106.84194064331055,53.30593026733399,90.28541845703126,60.00263760375976,79.46605850219727,68.96874014282227,646.1833636331156,919.7906625488281,31.39,16.21,214.01,133.95,187.89000000000001,965.9200000000001,5.45,359.37999999999994,19.19,5.880000000000001
96,106.87555975341797,53.24350438690185,90.3683002319336,59.98031648254395,79.45941610717774,68.94528884887696,646.2137651223734,920.0365192382812,31.39,16.17,214.13,134.32,188.16000000000003,966.48,5.45,359.94,19.19,5.880000000000001
97,106.83747293090822,53.27290354156494,90.31779377746582,59.942091354370106,79.4744370727539,68.94783599853515,646.4042967996195,919.8097600830079,31.39,16.28,214.48000000000002,134.51,188.45000000000002,967.5799999999999,5.45,360.85,19.19,5.880000000000001
98,106.81318182373047,53.24303919219971,90.32012527465822,59.94233769226074,79.4223106842041,68.9788005065918,646.3265301370219,919.9799622314454,31.39,16.310000000000002,214.13,134.11,188.09,966.1000000000001,5.45,359.74,19.19,5.880000000000001
99,106.8356891937256,53.25045209503174,90.32571186828615,59.86448100280761,79.43274664306641,68.95857829284668,646.336672348936,920.0547566650391,31.39,16.12,214.08999999999997,133.82,187.89999999999998,966.01,5.45,359.54,19.19,5.880000000000001
100,108.19591775512697,48.934446052551266,92.50788848876954,56.28811540985107,78.2144680328369,69.953862991333,654.4141113137797,906.1479474609375,31.39,16.82,212.47,127.11,183.12,959.4100000000001,5.45,341.02000000000004,19.17,5.880000000000001
101,108.18382809448244,48.91181856536865,92.58080082702637,56.26085836791993,78.20513276672364,69.92452226257325,654.2612999124125,905.789509350586,31.39,16.82,211.77999999999997,127.03,182.77,957.72,5.45,340.22999999999996,19.18,5.880000000000001
102,108.178379196167,48.947096168518065,92.56421305847168,56.24226011657714,78.17031854248047,69.88239933776856,654.1902393655374,905.8506380737306,31.39,16.830000000000002,212.01999999999998,127.22999999999999,183.0,958.5399999999998,5.45,340.90000000000003,19.19,5.880000000000001
103,108.15136541748048,48.879798133850095,92.61369091796875,56.2299690170288,78.20441400146484,69.90792590332032,654.1255343484476,905.5937804077148,31.39,16.830000000000002,212.15999999999997,127.05,183.10000000000002,958.5900000000001,5.45,340.61,19.19,5.880000000000001
104,108.08693566894533,48.88742695617675,92.51619236755371,56.23063935852051,78.22596862792969,69.96898248291015,654.0692397927835,905.4991721313477,31.39,16.82,212.01999999999998,126.75,182.82000000000005,958.5600000000001,5.45,339.9599999999999,19.19,5.880000000000001
105,108.12286601257325,48.87634854125977,92.56048829650881,56.23727195739745,78.18689016723633,69.89860160827638,654.035850876768,905.3949998901367,31.39,16.830000000000002,212.01,127.05,182.91000000000003,958.46,5.45,340.50000000000006,19.18,5.880000000000001
106,108.1081840362549,48.86866526031494,92.4789128112793,56.259727249145506,78.18856629943848,69.91920953369142,654.1947455300883,905.3631174438476,31.39,16.840000000000003,212.13,126.83999999999999,182.76,958.3600000000001,5.45,339.9,19.19,5.880000000000001
